"data";"valor"
"01/07/2011";"36334,3"
"01/08/2011";"37323,0"
"01/09/2011";"34344,6"
"01/10/2011";"32992,3"
"01/11/2011";"35814,3"
"01/12/2011";"35168,7"
"01/01/2012";"32907,7"
"01/02/2012";"27428,1"
"01/03/2012";"32448,0"
"01/04/2012";"30761,6"
"01/05/2012";"34577,9"
"01/06/2012";"31208,7"
"01/07/2012";"33785,2"
"01/08/2012";"31745,0"
"01/09/2012";"29340,5"
"01/10/2012";"33981,8"
"01/11/2012";"34569,8"
"01/12/2012";"34025,2"
"01/01/2013";"34771,9"
"01/02/2013";"26737,6"
"01/03/2013";"30938,5"
"01/04/2013";"33052,6"
"01/05/2013";"33504,5"
"01/06/2013";"29776,8"
"01/07/2013";"37663,1"
"01/08/2013";"31620,7"
"01/09/2013";"30115,7"
"01/10/2013";"35515,0"
"01/11/2013";"31416,4"
"01/12/2013";"31272,9"
"01/01/2014";"34809,1"
"01/02/2014";"28816,8"
"01/03/2014";"29878,6"
"01/04/2014";"32582,6"
"01/05/2014";"32400,1"
"01/06/2014";"30294,1"
"01/07/2014";"39087,0"
"01/08/2014";"31369,5"
"01/09/2014";"32645,7"
"01/10/2014";"32468,0"
"01/11/2014";"29888,1"
"01/12/2014";"32445,1"
"01/01/2015";"29973,8"
"01/02/2015";"23553,3"
"01/03/2015";"26965,7"
"01/04/2015";"24542,0"
"01/05/2015";"24271,3"
"01/06/2015";"26890,9"
"01/07/2015";"28553,9"
"01/08/2015";"21490,2"
"01/09/2015";"22233,5"
"01/10/2015";"24155,1"
"01/11/2015";"20599,6"
"01/12/2015";"20751,8"
"01/01/2016";"21583,0"
"01/02/2016";"19022,2"
"01/03/2016";"21989,6"
"01/04/2016";"20601,2"
"01/05/2016";"20727,6"
"01/06/2016";"23767,9"
"01/07/2016";"24964,6"
"01/08/2016";"22919,0"
"01/09/2016";"21644,5"
"01/10/2016";"21467,3"
"01/11/2016";"21366,8"
"01/12/2016";"26077,1"
"01/01/2017";"27041,6"
"01/02/2017";"20637,3"
"01/03/2017";"25789,4"
"01/04/2017";"23487,9"
"01/05/2017";"23648,8"
"01/06/2017";"25096,2"
"01/07/2017";"28030,9"
"01/08/2017";"25807,0"
"01/09/2017";"25527,4"
"01/10/2017";"26616,9"
"01/11/2017";"25623,9"
"01/12/2017";"27399,7"
"01/01/2018";"29977,3"
"01/02/2018";"27398,5"
"01/03/2018";"27910,8"
"01/04/2018";"26715,1"
"01/05/2018";"25274,6"
"01/06/2018";"26788,3"
"01/07/2018";"34990,4"
"01/08/2018";"30825,7"
"01/09/2018";"25416,6"
"01/10/2018";"29435,3"
"01/11/2018";"29144,0"
"01/12/2018";"31516,6"
"01/01/2019";"33025,4"
"01/02/2019";"24238,7"
"01/03/2019";"27186,9"
"01/04/2019";"27623,5"
"01/05/2019";"28592,7"
"01/06/2019";"26093,6"
"01/07/2019";"37152,1"
"01/08/2019";"31175,7"
"01/09/2019";"29155,4"
"01/10/2019";"33409,3"
"01/11/2019";"26916,2"
"01/12/2019";"29523,3"
"01/01/2020";"31195,7"
"01/02/2020";"24962,5"
"01/03/2020";"26066,8"
"01/04/2020";"18571,5"
"01/05/2020";"20280,5"
"01/06/2020";"18657,8"
"01/07/2020";"24136,2"
"01/08/2020";"20807,0"
"01/09/2020";"22593,2"
"01/10/2020";"23718,4"
"01/11/2020";"24674,1"
"01/12/2020";"32626,0"
"01/01/2021";"28636,5"
"01/02/2021";"25508,8"
"01/03/2021";"38721,6"
"01/04/2021";"27744,4"
"01/05/2021";"29588,7"
"01/06/2021";"32808,5"
"01/07/2021";"34708,4"
"01/08/2021";"34588,0"
"01/09/2021";"33244,5"
"01/10/2021";"34306,6"
"01/11/2021";"34453,1"
"01/12/2021";"38437,1"
"01/01/2022";"33453,6"
"01/02/2022";"32136,0"
"01/03/2022";"39063,1"
"01/04/2022";"34625,6"
"01/05/2022";"40763,8"
"01/06/2022";"40744,5"
"01/07/2022";"42981,4"
"01/08/2022";"45020,5"
"01/09/2022";"44465,0"
"01/10/2022";"39013,4"
"01/11/2022";"35783,8"
"01/12/2022";"41332,5"
"01/01/2023";"37987,9"
"01/02/2023";"32424,3"
"01/03/2023";"42966,8"
"01/04/2023";"35711,7"
"01/05/2023";"39582,1"
"01/06/2023";"38214,9"
"01/07/2023";"39959,7"
"01/08/2023";"40220,9"
"01/09/2023";"38004,3"
"01/10/2023";"37720,5"
"01/11/2023";"36205,8"
"01/12/2023";"43621,8"
"01/01/2024";"40843,2"
"01/02/2024";"35180,4"
"01/03/2024";"39662,8"
"01/04/2024";"40288,3"
"01/05/2024";"40650,9"
"01/06/2024";"40941,9"
"01/07/2024";"45159,6"
"01/08/2024";"44034,1"
"01/09/2024";"43000,4"
"01/10/2024";"44470,2"
"01/11/2024";"40126,1"
"01/12/2024";"44388,0"
"01/01/2025";"42655,0"
"01/02/2025";"39989,1"
"01/03/2025";"39371,7"
"01/04/2025";"39565,1"
